,values,task,feature,category
21223,23.217361,pic,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,frequency
21224,22.859936,pic,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,frequency
21225,20.77781,pic,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,frequency
21226,34.50504,pic,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,frequency
21227,34.7146,pic,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,frequency
21228,22.48775,pic,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,frequency
21229,22.045866,pic,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,frequency
21230,33.78723,pic,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,frequency
21231,33.14524,pic,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,frequency
21232,23.304373,pic,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,frequency
21233,25.895916,pic,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,frequency
21234,34.97224,pic,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,frequency
21235,30.856213,pic,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,frequency
21236,24.493942,pic,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,frequency
21237,21.522346,pic,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,frequency
21238,30.390678,pic,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,frequency
21239,24.76054,pic,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,frequency
21240,24.875198,pic,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,frequency
21241,23.799181,pic,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,frequency
21242,32.564476,pic,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,frequency
21243,31.349598,pic,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,frequency
21244,26.705479,pic,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,frequency
21245,37.38623,pic,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,frequency
21246,24.775888,pic,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,frequency
21247,23.479221,pic,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,frequency
21248,36.08367,pic,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,frequency
21249,33.118504,pic,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,frequency
21250,20.335722,pic,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,frequency
21251,26.041412,pic,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,frequency
21252,39.542248,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21253,36.34469,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21254,23.985512,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21255,36.954727,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21256,30.485382,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21257,38.66414,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21258,23.469006,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21259,35.252968,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21260,24.938042,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21261,26.33981,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21262,34.162674,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21263,29.764427,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21264,21.915562,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21265,26.087658,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21266,30.020908,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21267,37.20063,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21268,36.411854,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21269,21.775925,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21270,27.661327,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21271,36.620495,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21272,35.80899,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21273,37.291767,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21274,23.854488,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21275,37.641335,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21276,22.820974,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21277,36.56298,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21278,30.11788,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21279,38.039185,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21280,25.087662,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21281,35.92962,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21282,35.88321,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21283,34.333973,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21284,34.98027,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21285,35.594944,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21286,30.33214,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21287,34.266197,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21288,24.299713,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21289,25.058264,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21290,22.781796,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21291,26.4395,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21292,26.626308,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21293,36.228725,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21294,33.36885,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21295,38.247692,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21296,37.69005,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21297,21.54808,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21298,22.587944,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21299,23.366758,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21300,29.673813,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21301,37.469795,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21302,38.73872,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21303,20.381355,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21304,37.089203,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21305,34.084827,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21306,26.49804,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21307,35.097404,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21308,26.356827,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21309,32.524292,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21310,32.824963,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21311,34.82956,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21312,36.754623,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21313,25.488688,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21314,34.45484,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21315,35.613007,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21316,37.79605,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21317,18.060833,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21318,38.73137,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21319,39.818157,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21320,25.97806,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21321,23.876822,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21322,41.827766,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21323,36.267918,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21324,34.80052,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21325,36.514477,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21326,30.142555,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21327,28.634727,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21328,37.585934,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21329,24.727657,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21330,28.842102,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21331,34.38572,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21332,25.082438,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21333,38.745068,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21334,37.89087,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21335,37.158672,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21336,33.278137,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21337,30.328602,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21338,28.419165,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21339,26.475256,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21340,32.552727,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21341,35.1365,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21342,38.111614,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21343,25.441639,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21344,33.655514,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21345,38.24567,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21346,37.44093,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21347,31.24935,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21348,29.586554,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21349,23.697496,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21350,37.24524,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21351,33.804024,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21352,36.777264,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21353,36.895027,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21354,36.150326,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21355,39.622147,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21356,27.945837,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21357,30.021814,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21358,35.804703,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21359,28.376217,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21360,33.553246,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21361,27.109703,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21362,38.776108,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21363,26.33443,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21364,37.276707,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21365,35.852882,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21366,25.76632,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21367,26.943613,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21368,33.28212,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21369,31.414473,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21370,37.443924,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21371,37.222004,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21372,25.57591,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21373,35.946453,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21374,36.804256,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21375,29.655287,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21376,31.959345,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21377,35.444862,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21378,35.639294,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21379,38.805992,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21380,34.06203,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21381,38.66013,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21382,39.25817,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21383,26.287434,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21384,33.918587,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21385,28.65039,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21386,35.923286,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21387,38.174793,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21388,28.69323,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21389,36.112263,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21390,34.240917,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21391,37.110085,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21392,41.766407,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21393,36.455837,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21394,38.69838,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21395,33.488087,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21396,34.59557,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21397,36.560303,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21398,35.75132,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21399,39.815834,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21400,37.506752,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21401,25.715162,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21402,34.341278,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21403,34.21809,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21404,25.130821,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21405,36.624634,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21406,35.898293,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21407,37.759502,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21408,37.904186,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21409,29.723755,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21410,38.696815,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21411,38.067318,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21412,24.807436,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21413,26.613287,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21414,34.218277,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21415,36.459732,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21416,37.67648,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21417,26.662987,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21418,36.042793,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21419,26.399622,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21420,36.150192,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21421,31.49213,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21422,24.45775,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21423,28.988031,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21424,38.86255,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21425,34.03498,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21426,37.888695,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21427,40.4476,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21428,29.060373,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21429,53.37166,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21430,35.07732,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21431,28.234018,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21432,25.330956,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21433,32.760365,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21434,23.773216,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21435,36.78655,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21436,34.369324,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21437,32.250336,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21438,35.277523,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21439,36.908466,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21440,37.24643,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21441,35.799725,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21442,25.293365,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21443,36.575153,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21444,34.09313,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21445,27.393148,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21446,30.056646,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21447,23.436249,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21448,26.303867,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21449,23.122705,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21450,24.445173,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21451,28.10426,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21452,34.825317,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21453,28.729023,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21454,25.777323,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21455,27.080763,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21456,22.915247,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21457,37.230564,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21458,38.46626,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21459,23.44436,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21460,23.615017,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21461,37.02433,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21462,35.385445,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21463,25.639664,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21464,30.827759,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21465,37.750496,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21466,34.05514,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21467,26.940992,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21468,23.549606,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21469,34.992695,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21470,28.446775,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21471,27.031519,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21472,26.088575,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21473,36.725887,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21474,33.883396,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21475,30.971853,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21476,40.23071,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21477,28.336372,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21478,25.940037,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21479,40.29228,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21480,36.435394,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21481,23.35817,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21482,28.552418,pic,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,frequency
21483,3.0296402,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21484,5.2379,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21485,4.3755684,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21486,14.152187,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21487,6.066824,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21488,6.4168777,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21489,4.449375,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21490,4.614765,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21491,7.458193,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21492,12.482582,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21493,5.971264,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21494,8.015154,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21495,7.355668,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21496,5.8703003,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21497,9.593779,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21498,18.100698,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21499,13.613592,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21500,8.165282,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21501,11.149076,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21502,9.991829,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21503,18.128733,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21504,13.650267,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21505,6.8751526,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21506,22.754025,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21507,9.148895,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21508,18.423231,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21509,15.954205,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21510,18.518892,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21511,6.635853,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21512,18.756111,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21513,18.313562,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21514,20.41483,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21515,21.107542,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21516,21.47381,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21517,12.552763,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21518,13.690012,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21519,10.4074745,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21520,11.341765,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21521,9.472692,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21522,11.905117,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21523,11.468576,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21524,11.745611,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21525,19.350845,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21526,23.814707,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21527,7.5418663,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21528,8.469781,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21529,9.448044,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21530,7.40071,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21531,15.167349,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21532,7.294178,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21533,4.065174,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21534,6.5310926,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21535,6.620804,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21536,16.317091,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
21537,13.0301485,pic,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,frequency
